x,y,z,sound_path,class
6.47E+00,6.70E+00,2.89E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220511T080000+1000_REC_5794.479_5798.979.wav,unlabelled
8.70E+00,5.17E+00,3.22E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220511T100000+1000_REC_3806.181_3810.681.wav,unlabelled
7.28E+00,5.52E+00,1.11E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220511T100000+1000_REC_4005.16_4009.66.wav,unlabelled
8.03E+00,5.31E+00,4.85E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220511T100000+1000_REC_480.799_485.299.wav,unlabelled
6.40E+00,9.72E+00,5.17E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220511T100000+1000_REC_6714.572_6719.072.wav,unlabelled
7.88E+00,6.15E+00,1.13E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220511T120000+1000_REC_1919.757_1924.257.wav,unlabelled
8.24E+00,5.62E+00,2.61E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220511T120000+1000_REC_2317.093_2321.593.wav,unlabelled
7.84E+00,5.82E+00,1.74E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220511T120000+1000_REC_2591.866_2596.366.wav,unlabelled
8.74E+00,5.13E+00,3.20E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220511T120000+1000_REC_4914.319_4918.819.wav,unlabelled
8.01E+00,6.07E+00,9.12E-01,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220511T140000+1000_REC_1436.901_1441.401.wav,unlabelled
8.42E+00,8.92E+00,4.14E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220511T140000+1000_REC_3607.106_3611.606.wav,unlabelled
8.36E+00,9.02E+00,4.20E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220511T140000+1000_REC_3608.89_3613.39.wav,unlabelled
6.95E+00,6.22E+00,3.92E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220511T140000+1000_REC_480.22_484.72.wav,unlabelled
7.89E+00,5.87E+00,1.59E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220511T160000+1000_REC_1221.364_1225.864.wav,unlabelled
7.93E+00,5.99E+00,1.00E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220511T160000+1000_REC_2510.044_2514.544.wav,unlabelled
7.76E+00,5.89E+00,1.56E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220511T160000+1000_REC_4368.853_4373.353.wav,unlabelled
8.15E+00,5.56E+00,2.44E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220511T160000+1000_REC_6291.523_6296.023.wav,unlabelled
7.75E+00,5.59E+00,8.18E-01,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220511T180000+1000_REC_2231.812_2236.312.wav,unlabelled
8.76E+00,3.61E+00,6.42E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220511T180000+1000_REC_4294.414_4298.914.wav,unlabelled
8.77E+00,3.33E+00,6.82E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220511T180000+1000_REC_4981.238_4985.738.wav,unlabelled
7.70E+00,5.39E+00,1.02E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220511T180000+1000_REC_704.605_709.105.wav,unlabelled
8.49E+00,5.53E+00,4.11E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220511T200000+1000_REC_2131.577_2136.077.wav,unlabelled
7.70E+00,5.44E+00,8.75E-01,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220511T200000+1000_REC_260.772_265.272.wav,unlabelled
7.84E+00,5.69E+00,7.82E-01,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220511T200000+1000_REC_5133.791_5138.291.wav,unlabelled
7.98E+00,5.97E+00,8.61E-01,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220511T200000+1000_REC_5739.567_5744.067.wav,unlabelled
7.75E+00,5.93E+00,1.40E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220511T220000+1000_REC_1464.687_1469.187.wav,unlabelled
7.93E+00,6.04E+00,1.12E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220511T220000+1000_REC_4105.074_4109.574.wav,unlabelled
8.01E+00,6.09E+00,9.44E-01,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220511T220000+1000_REC_5549.655_5554.155.wav,unlabelled
7.92E+00,5.99E+00,1.06E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220511T220000+1000_REC_6690.274_6694.774.wav,unlabelled
7.10E+00,5.65E+00,1.24E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T000000+1000_REC_3298.635_3303.135.wav,unlabelled
8.69E+00,5.10E+00,3.36E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T000000+1000_REC_41.124_45.624.wav,unlabelled
8.37E+00,5.36E+00,2.62E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T000000+1000_REC_645.801_650.301.wav,unlabelled
8.42E+00,5.30E+00,2.63E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T000000+1000_REC_73.978_78.478.wav,unlabelled
7.86E+00,5.75E+00,7.80E-01,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T020000+1000_REC_1451.44_1455.94.wav,unlabelled
8.29E+00,5.21E+00,2.21E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T020000+1000_REC_3338.615_3343.115.wav,unlabelled
9.36E+00,1.63E+00,7.52E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T020000+1000_REC_5338.815_5343.315.wav,unlabelled
8.22E+00,5.28E+00,2.19E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T020000+1000_REC_693.2_697.7.wav,unlabelled
9.55E+00,2.42E+00,7.93E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T040000+1000_REC_2429.042_2433.542.wav,unlabelled
9.44E+00,2.28E+00,6.52E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T040000+1000_REC_2556.891_2561.391.wav,unlabelled
8.52E+00,5.33E+00,3.16E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T040000+1000_REC_4652.096_4656.596.wav,unlabelled
7.09E+00,6.44E+00,1.98E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T040000+1000_REC_5281.373_5285.873.wav,unlabelled
9.46E+00,2.70E+00,7.70E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T060000+1000_REC_1414.694_1419.194.wav,unlabelled
6.78E+00,5.88E+00,2.10E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T060000+1000_REC_3591.508_3596.008.wav,unlabelled
9.52E+00,2.13E+00,6.52E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T060000+1000_REC_4674.565_4679.065.wav,unlabelled
9.51E+00,2.11E+00,6.54E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T060000+1000_REC_5204.206_5208.706.wav,unlabelled
7.86E+00,5.79E+00,8.31E-01,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T080000+1000_REC_2039.752_2044.252.wav,unlabelled
8.28E+00,5.35E+00,2.55E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T080000+1000_REC_424.195_428.695.wav,unlabelled
8.44E+00,8.85E+00,4.09E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T080000+1000_REC_5144.87_5149.37.wav,unlabelled
7.73E+00,5.71E+00,9.41E-01,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T080000+1000_REC_5282.171_5286.671.wav,unlabelled
8.51E+00,5.63E+00,3.34E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T100000+1000_REC_2209.91_2214.41.wav,unlabelled
8.03E+00,6.17E+00,9.99E-01,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T100000+1000_REC_3272.321_3276.821.wav,unlabelled
7.15E+00,5.61E+00,1.19E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T100000+1000_REC_3562.124_3566.624.wav,unlabelled
8.38E+00,6.11E+00,2.76E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T100000+1000_REC_3666.577_3671.077.wav,unlabelled
9.61E+00,2.13E+00,6.71E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T120000+1000_REC_2359.597_2364.097.wav,unlabelled
8.44E+00,5.28E+00,2.72E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T120000+1000_REC_3446.202_3450.702.wav,unlabelled
8.30E+00,5.21E+00,2.22E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T120000+1000_REC_399.132_403.632.wav,unlabelled
9.50E+00,2.10E+00,6.68E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T120000+1000_REC_7073.872_7078.372.wav,unlabelled
8.27E+00,5.23E+00,2.22E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T140000+1000_REC_2362.86_2367.36.wav,unlabelled
9.10E+00,2.69E+00,7.63E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T140000+1000_REC_4218.636_4223.136.wav,unlabelled
9.65E+00,2.13E+00,6.47E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T140000+1000_REC_4278.853_4283.353.wav,unlabelled
9.46E+00,2.24E+00,6.55E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T140000+1000_REC_6388.446_6392.946.wav,unlabelled
8.69E+00,3.61E+00,6.45E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T160000+1000_REC_1794.444_1798.944.wav,unlabelled
7.16E+00,6.48E+00,1.87E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T160000+1000_REC_2240.512_2245.012.wav,unlabelled
7.41E+00,5.47E+00,1.89E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T160000+1000_REC_3925.936_3930.436.wav,unlabelled
4.13E+00,7.77E+00,-2.06E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T160000+1000_REC_5175.24_5179.74.wav,unlabelled
9.55E+00,2.13E+00,6.53E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T180000+1000_REC_5194.521_5199.021.wav,unlabelled
9.23E+00,2.11E+00,7.05E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T180000+1000_REC_5943.648_5948.148.wav,unlabelled
8.30E+00,5.21E+00,2.24E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T180000+1000_REC_6068.796_6073.296.wav,unlabelled
9.26E+00,2.09E+00,6.99E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T180000+1000_REC_6114.879_6119.379.wav,unlabelled
9.69E+00,2.07E+00,6.50E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T200000+1000_REC_1572.481_1576.981.wav,unlabelled
9.41E+00,2.58E+00,7.58E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T200000+1000_REC_3451.463_3455.963.wav,unlabelled
9.66E+00,2.04E+00,6.59E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T200000+1000_REC_351.235_355.735.wav,unlabelled
9.44E+00,2.34E+00,6.59E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T200000+1000_REC_4478.989_4483.489.wav,unlabelled
8.65E+00,5.07E+00,3.26E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T220000+1000_REC_4206.548_4211.048.wav,unlabelled
8.52E+00,5.51E+00,4.09E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T220000+1000_REC_5271.822_5276.322.wav,unlabelled
7.76E+00,5.75E+00,9.78E-01,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T220000+1000_REC_5602.099_5606.599.wav,unlabelled
9.60E+00,2.08E+00,6.55E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220512T220000+1000_REC_8.556_13.056.wav,unlabelled
8.58E+00,6.44E+00,3.04E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T000000+1000_REC_103.036_107.536.wav,unlabelled
8.99E+00,3.64E+00,6.23E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T000000+1000_REC_1289.002_1293.502.wav,unlabelled
7.93E+00,6.09E+00,1.11E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T000000+1000_REC_2929.572_2934.072.wav,unlabelled
9.63E+00,2.09E+00,6.73E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T000000+1000_REC_6868.291_6872.791.wav,unlabelled
8.37E+00,5.32E+00,2.58E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T020000+1000_REC_2353.759_2358.259.wav,unlabelled
9.25E+00,2.07E+00,6.99E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T020000+1000_REC_310.441_314.941.wav,unlabelled
8.95E+00,3.78E+00,6.23E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T020000+1000_REC_3856.531_3861.031.wav,unlabelled
9.53E+00,2.06E+00,6.58E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T020000+1000_REC_879.729_884.229.wav,unlabelled
6.94E+00,5.85E+00,1.81E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T040000+1000_REC_1263.252_1267.752.wav,unlabelled
9.59E+00,2.09E+00,6.57E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T040000+1000_REC_1852.08_1856.58.wav,unlabelled
9.65E+00,2.07E+00,6.50E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T040000+1000_REC_2136.5_2141.wav,unlabelled
9.61E+00,2.07E+00,6.63E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T040000+1000_REC_4337.314_4341.814.wav,unlabelled
9.55E+00,2.12E+00,6.79E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T060000+1000_REC_2700.099_2704.599.wav,unlabelled
9.43E+00,2.20E+00,6.93E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T060000+1000_REC_3137.149_3141.649.wav,unlabelled
8.98E+00,4.26E+00,5.95E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T060000+1000_REC_4643.874_4648.374.wav,unlabelled
8.95E+00,3.84E+00,6.15E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T060000+1000_REC_6789.807_6794.307.wav,unlabelled
8.95E+00,4.13E+00,6.03E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T080000+1000_REC_1404.819_1409.319.wav,unlabelled
8.28E+00,3.77E+00,6.43E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T080000+1000_REC_1864.563_1869.063.wav,unlabelled
8.66E+00,5.55E+00,3.72E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T080000+1000_REC_2820.148_2824.648.wav,unlabelled
8.76E+00,3.88E+00,6.35E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T080000+1000_REC_5660.11_5664.61.wav,unlabelled
9.06E+00,5.43E+00,5.14E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T100000+1000_REC_1034.666_1039.166.wav,unlabelled
7.58E+00,6.17E+00,5.36E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T100000+1000_REC_5404.152_5408.652.wav,unlabelled
8.37E+00,5.70E+00,3.03E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T100000+1000_REC_6101.488_6105.988.wav,unlabelled
7.73E+00,6.83E+00,5.66E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T100000+1000_REC_6281.902_6286.402.wav,unlabelled
6.52E+00,6.71E+00,2.77E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T120000+1000_REC_4033.208_4037.708.wav,unlabelled
6.36E+00,6.62E+00,3.31E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T120000+1000_REC_4040.364_4044.864.wav,unlabelled
7.06E+00,5.80E+00,6.56E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T120000+1000_REC_5662.836_5667.336.wav,unlabelled
6.08E+00,6.35E+00,3.77E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T120000+1000_REC_7160.545_7165.045.wav,unlabelled
6.35E+00,6.28E+00,3.62E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T140000+1000_REC_1161.197_1165.697.wav,unlabelled
6.34E+00,6.40E+00,3.65E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T140000+1000_REC_1299.006_1303.506.wav,unlabelled
7.08E+00,6.78E+00,5.73E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T140000+1000_REC_2021.676_2026.176.wav,unlabelled
7.07E+00,6.83E+00,5.77E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T140000+1000_REC_6631.201_6635.701.wav,unlabelled
7.15E+00,6.67E+00,5.85E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T160000+1000_REC_1946.199_1950.699.wav,unlabelled
7.19E+00,6.85E+00,5.84E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T160000+1000_REC_2726.732_2731.232.wav,unlabelled
4.18E+00,7.82E+00,-2.07E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T160000+1000_REC_5305.303_5309.803.wav,unlabelled
6.42E+00,6.76E+00,3.53E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T160000+1000_REC_756.062_760.562.wav,unlabelled
5.69E+00,5.02E+00,4.27E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T180000+1000_REC_1230.084_1234.584.wav,unlabelled
9.72E+00,6.27E+00,4.71E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T180000+1000_REC_2227.21_2231.71.wav,unlabelled
9.01E+00,6.72E+00,5.23E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T180000+1000_REC_410.909_415.409.wav,unlabelled
7.96E+00,7.24E+00,5.58E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T180000+1000_REC_5525.27_5529.77.wav,unlabelled
7.11E+00,8.51E+00,4.67E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T200000+1000_REC_1694.942_1699.442.wav,unlabelled
9.22E+00,5.69E+00,4.80E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T200000+1000_REC_5330.995_5335.495.wav,unlabelled
7.84E+00,7.94E+00,5.09E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T200000+1000_REC_550.117_554.617.wav,unlabelled
9.76E+00,6.28E+00,4.67E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T200000+1000_REC_5875.959_5880.459.wav,unlabelled
9.74E+00,6.27E+00,4.66E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T220000+1000_REC_3394.843_3399.343.wav,unlabelled
9.63E+00,6.32E+00,4.63E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T220000+1000_REC_4408.396_4412.896.wav,unlabelled
9.75E+00,6.28E+00,4.67E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T220000+1000_REC_5270.071_5274.571.wav,unlabelled
9.73E+00,6.26E+00,4.67E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220513T220000+1000_REC_5308.745_5313.245.wav,unlabelled
8.65E+00,8.18E+00,3.95E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T000000+1000_REC_3420.768_3425.268.wav,unlabelled
7.11E+00,8.53E+00,4.64E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T000000+1000_REC_4255.834_4260.334.wav,unlabelled
7.26E+00,8.50E+00,4.80E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T000000+1000_REC_5457.776_5462.276.wav,unlabelled
7.24E+00,8.65E+00,4.83E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T000000+1000_REC_5511.263_5515.763.wav,unlabelled
7.01E+00,8.50E+00,4.62E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T020000+1000_REC_1844.7_1849.2.wav,unlabelled
7.37E+00,8.45E+00,4.90E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T020000+1000_REC_5297.766_5302.266.wav,unlabelled
6.27E+00,9.15E+00,6.30E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T020000+1000_REC_5497.168_5501.668.wav,unlabelled
7.68E+00,8.09E+00,5.58E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T020000+1000_REC_5613.28_5617.78.wav,unlabelled
8.63E+00,8.40E+00,3.96E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T040000+1000_REC_1113.667_1118.167.wav,unlabelled
8.59E+00,6.45E+00,2.98E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T040000+1000_REC_2076.638_2081.138.wav,unlabelled
7.87E+00,5.90E+00,1.44E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T040000+1000_REC_2519.622_2524.122.wav,unlabelled
8.58E+00,8.45E+00,4.05E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T040000+1000_REC_4395.875_4400.375.wav,unlabelled
6.25E+00,7.01E+00,5.41E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T060000+1000_REC_4198.205_4202.705.wav,unlabelled
6.98E+00,6.18E+00,5.42E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T060000+1000_REC_5494.531_5499.031.wav,unlabelled
6.47E+00,6.87E+00,5.60E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T060000+1000_REC_5951.506_5956.006.wav,unlabelled
7.45E+00,6.21E+00,5.44E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T060000+1000_REC_6116.052_6120.552.wav,unlabelled
6.36E+00,5.41E+00,4.25E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T080000+1000_REC_2302.71_2307.21.wav,unlabelled
7.22E+00,5.82E+00,2.02E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T080000+1000_REC_5079.828_5084.328.wav,unlabelled
6.72E+00,5.96E+00,4.00E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T080000+1000_REC_6425.703_6430.203.wav,unlabelled
6.07E+00,7.11E+00,5.36E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T080000+1000_REC_6625.636_6630.136.wav,unlabelled
6.11E+00,5.20E+00,5.06E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T100000+1000_REC_20.95_25.45.wav,unlabelled
7.49E+00,5.96E+00,6.01E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T100000+1000_REC_2876.987_2881.487.wav,unlabelled
7.99E+00,7.09E+00,5.61E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T100000+1000_REC_5712.289_5716.789.wav,unlabelled
7.54E+00,7.00E+00,5.75E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T100000+1000_REC_6361.519_6366.019.wav,unlabelled
7.17E+00,6.72E+00,5.99E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T120000+1000_REC_173.333_177.833.wav,unlabelled
6.89E+00,6.97E+00,6.64E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T120000+1000_REC_5241.764_5246.264.wav,unlabelled
6.06E+00,7.00E+00,3.48E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T120000+1000_REC_5687.751_5692.251.wav,unlabelled
7.12E+00,6.09E+00,4.12E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T120000+1000_REC_7052.539_7057.039.wav,unlabelled
8.66E+00,5.43E+00,3.38E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T140000+1000_REC_1784.241_1788.741.wav,unlabelled
6.45E+00,4.85E+00,7.95E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T140000+1000_REC_4018.487_4022.987.wav,unlabelled
6.47E+00,4.52E+00,8.31E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T140000+1000_REC_4488.462_4492.962.wav,unlabelled
7.51E+00,5.66E+00,4.11E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T140000+1000_REC_6175.194_6179.694.wav,unlabelled
6.14E+00,7.60E+00,6.54E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T160000+1000_REC_2254.019_2258.519.wav,unlabelled
4.08E+00,7.71E+00,-1.94E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T160000+1000_REC_4619.562_4624.062.wav,unlabelled
5.87E+00,1.02E+01,5.67E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T160000+1000_REC_6613.216_6617.716.wav,unlabelled
5.55E+00,1.04E+01,6.21E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T160000+1000_REC_7060.397_7064.897.wav,unlabelled
7.91E+00,7.57E+00,5.61E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T180000+1000_REC_3234.401_3238.901.wav,unlabelled
8.43E+00,6.72E+00,5.53E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T180000+1000_REC_4162.567_4167.067.wav,unlabelled
7.80E+00,7.93E+00,5.21E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T180000+1000_REC_4552.177_4556.677.wav,unlabelled
7.94E+00,7.32E+00,5.63E+00,D:\PhD-data\tarcutta-unlabelled\Tarcutta_DryA_20220514T180000+1000_REC_6438.484_6442.984.wav,unlabelled
